Year,Month,State,Solar MWh,Wind MWh,Temp,Precip
2010,12,MT,NA,79923,19,1.61
2011,1,MT,NA,149933.5,19.1,1.77
2011,2,MT,NA,108454.7,16.4,1.37
2011,3,MT,NA,84279.96,28.6,1.62
2011,4,MT,NA,112153.2,37.7,2.52
2011,5,MT,NA,102450.9,47.1,5.7
2011,6,MT,NA,83772.88,56.3,3.36
2011,7,MT,NA,76168.57,66.6,1.39
2011,8,MT,NA,59094.95,66.8,0.77
2011,9,MT,NA,73265.41,58.3,0.47
2011,10,MT,NA,113005.6,45.9,1.99
2011,11,MT,NA,138334.1,30,1.08
2011,12,MT,NA,164253.7,26.2,0.81
2012,1,MT,NA,163445.4,25.1,1.23
2012,2,MT,NA,86509.72,24.9,0.95
2012,3,MT,NA,130473.2,39.4,1.6
2012,4,MT,NA,93717.6,44.8,1.98
2012,5,MT,NA,98166.65,49.5,2.42
2012,6,MT,NA,109854.4,60.2,2.01
2012,7,MT,NA,57212.86,70.7,1.29
2012,8,MT,NA,57516.6,66.7,0.57
2012,9,MT,NA,53761.9,58.2,0.17
2012,10,MT,NA,120522.7,41,1.82
2012,11,MT,NA,126689.4,32.4,1.45
2012,12,MT,NA,163881.8,21.5,1.32
2013,1,MT,NA,206443.1,21.7,1.05
2013,2,MT,NA,189047.9,27.4,0.55
2013,3,MT,NA,139630.7,30.5,0.91
2013,4,MT,NA,163818.3,36.9,1.5
2013,5,MT,NA,132403.7,51.9,4.15
2013,6,MT,NA,109506.2,59,3.12
2013,7,MT,NA,87965.38,67.5,1.19
2013,8,MT,NA,57260.57,67.3,1.46
2013,9,MT,NA,85303.32,58.8,2.53
2013,10,MT,NA,127012.3,40.8,1.19
2013,11,MT,NA,196911.2,30.4,0.91
2013,12,MT,NA,259341.8,16.4,1.46
2014,1,MT,NA,256493.1,24.5,1.21
2014,2,MT,NA,171991.5,14.7,1.71
2014,3,MT,NA,175047.1,29.4,2.26
2014,4,MT,NA,188639,41,1.47
2014,5,MT,NA,101857.5,51.1,1.92
2014,6,MT,NA,126946.6,56.5,3.2
2014,7,MT,NA,101171.1,67.6,0.69
2014,8,MT,NA,99595.81,64.8,3.7
2014,9,MT,NA,108506,55.1,1.2
2014,10,MT,NA,197986.6,47.9,0.96
2014,11,MT,NA,234765.4,25.3,1.98
2014,12,MT,NA,202608.7,25,1.3
2015,1,MT,NA,257842,24.7,1.18
2015,2,MT,NA,167320,26.9,0.9
2015,3,MT,NA,238099,39.5,0.99
2015,4,MT,NA,146704,42.8,1.08
2015,5,MT,NA,101101,49.6,2.43
2015,6,MT,NA,81625,63.8,1.77
2015,7,MT,NA,132267,66.2,1.88
2015,8,MT,NA,116839,65.9,1.01
2015,9,MT,NA,141359,57.3,1.29
2015,10,MT,NA,165567,48,1.4
2015,11,MT,NA,208718,30,1.34
2015,12,MT,NA,207287,23.6,1.61
2016,1,MT,NA,197036,23.4,0.91
2016,2,MT,NA,263147,33.6,0.85
2016,3,MT,NA,223375,37.4,1.37
2016,4,MT,NA,162459,45,2.33
2016,5,MT,NA,140310,51,3.1
2016,6,MT,NA,149864,62.4,1.53
2016,7,MT,NA,124889,65.9,2.07
2016,8,MT,NA,112757,64.4,1.04
2016,9,MT,NA,168494,54.8,2.47
2016,10,MT,NA,150062,44.3,3.36
2016,11,MT,NA,204548,39.1,0.65
2016,12,MT,NA,243250,14.2,1.49
2017,1,MT,NA,199667,15.2,0.91
2017,2,MT,NA,195309,25.4,1.72
2017,3,MT,NA,205787,35.8,1.84
2017,4,MT,1466,204024,42.1,2.13
2017,5,MT,1575,195200,52.3,1.54
2017,6,MT,1717,147334,60.6,1.72
2017,7,MT,1251,121569,71.6,0.43
2017,8,MT,1375,132135,65.5,0.37
2017,9,MT,2009,137232,55.2,2.1
2017,10,MT,1911,207532,42.6,1.16
2017,11,MT,1206,198476,30.7,1.7
2017,12,MT,1123,210558,21.1,1.81
2018,1,MT,1764,177978,21.7,1.16
2018,2,MT,2075,168784,11.4,2.12
2018,3,MT,2683,214197,28.3,1.44
2018,4,MT,3252,216387,37.9,2.17
2018,5,MT,3747,160752,55.7,2.8
2018,6,MT,4027,178959,59.2,3.62
2018,7,MT,3510,141409,66.8,0.76
2018,8,MT,3504,147778,64.5,1.05
2018,9,MT,3368,149384,53,1.09
2018,10,MT,2512,176807,41.6,1.34
2018,11,MT,2070,211260,30.2,1.44
2018,12,MT,1499,209697,25,0.99
2019,1,MT,1529,221008,24.7,1.04
2019,2,MT,1611,192108,5.1,1.92
2019,3,MT,2400,190943,25.2,0.63
2019,4,MT,2825,212265,41.9,2.18
2019,5,MT,3007,189250,47.7,2.67
2019,6,MT,3383,177161,58.6,2.56
2019,7,MT,3202,170680,65,2.03
2019,8,MT,3260,160747,64.8,1.53
2019,9,MT,2691,209335,55,3.58
2019,10,MT,2645,218916,35.4,1.36
2019,11,MT,1644,210809,29.3,1.12
2019,12,MT,1198,220133,25.8,0.79
2020,1,MT,940,273155,23.4,1.2
2020,2,MT,1617,285537,25.5,1.22
2020,3,MT,2529,234354,31.5,0.94
2020,4,MT,3568,265209,38.2,1.15
2020,5,MT,3867,214899,50.6,2.48
2020,6,MT,3845,233428,59.3,3.42
2020,7,MT,4764,163980,65.6,1.09
2020,8,MT,3913,161154,67.4,0.47
2020,9,MT,3099,220079,57,0.93
2020,10,MT,2086,256556,39.3,2.07
2020,11,MT,1433,371367,32.8,1.23
2020,12,MT,1040,312651,28.4,0.68
2000,1,NC,NA,NA,38.8,4.92
2000,2,NC,NA,NA,45.6,2.01
2000,3,NC,NA,NA,53.4,3.36
2000,4,NC,NA,NA,56.9,4.97
2000,5,NC,NA,NA,69.1,2.7
2000,6,NC,NA,NA,75,4.49
2000,7,NC,NA,NA,75.4,5.23
2000,8,NC,NA,NA,75,5.18
2000,9,NC,NA,NA,69.1,6.36
2000,10,NC,NA,NA,59.7,0.08
2000,11,NC,NA,NA,47.5,3.14
2000,12,NC,NA,NA,35.1,1.92
2001,1,NC,NA,NA,39.3,2.02
2001,2,NC,NA,NA,46.4,2.76
2001,3,NC,NA,NA,47.2,5.25
2001,4,NC,NA,NA,59.8,1.68
2001,5,NC,NA,NA,66.3,3.27
2001,6,NC,NA,NA,74.3,5.94
2001,7,NC,NA,NA,74.6,5.35
2001,8,NC,NA,NA,76.7,4.19
2001,9,NC,NA,NA,67.6,2.99
2001,10,NC,NA,NA,57.7,1.21
2001,11,NC,NA,NA,54.8,1.15
2001,12,NC,NA,NA,48,2
2002,1,NC,NA,NA,42.6,4.97
2002,2,NC,NA,NA,44.4,1.64
2002,3,NC,NA,NA,51.1,4.64
2002,4,NC,NA,NA,62.5,1.88
2002,5,NC,NA,NA,65.3,2.79
2002,6,NC,NA,NA,75.2,2.97
2002,7,NC,NA,NA,78.7,4.48
2002,8,NC,NA,NA,77,4.97
2002,9,NC,NA,NA,72.2,4.65
2002,10,NC,NA,NA,62.1,5.46
2002,11,NC,NA,NA,48.1,4.51
2002,12,NC,NA,NA,40.5,4.57
2003,1,NC,NA,NA,36.4,2.2
2003,2,NC,NA,NA,41.4,5.19
2003,3,NC,NA,NA,52.8,5.95
2003,4,NC,NA,NA,57.6,6.42
2003,5,NC,NA,NA,65.8,7.46
2003,6,NC,NA,NA,72.5,5.53
2003,7,NC,NA,NA,76.6,7.7
2003,8,NC,NA,NA,77.3,6.39
2003,9,NC,NA,NA,69.4,5.63
2003,10,NC,NA,NA,58.9,3.76
2003,11,NC,NA,NA,55.7,2.79
2003,12,NC,NA,NA,40.3,4.14
2004,1,NC,NA,NA,37.9,1.57
2004,2,NC,NA,NA,40.4,3.89
2004,3,NC,NA,NA,51.8,1.93
2004,4,NC,NA,NA,58.8,3.02
2004,5,NC,NA,NA,71.1,3.99
2004,6,NC,NA,NA,74.4,5.34
2004,7,NC,NA,NA,77.3,5.14
2004,8,NC,NA,NA,73.9,7.62
2004,9,NC,NA,NA,70.2,7.97
2004,10,NC,NA,NA,61.6,1.95
2004,11,NC,NA,NA,52.8,4
2004,12,NC,NA,NA,41.9,2.73
2005,1,NC,NA,NA,43,2.58
2005,2,NC,NA,NA,43.8,2.74
2005,3,NC,NA,NA,47.2,4.02
2005,4,NC,NA,NA,57.6,3.33
2005,5,NC,NA,NA,63.3,3.58
2005,6,NC,NA,NA,73.5,5.09
2005,7,NC,NA,NA,79.2,6.27
2005,8,NC,NA,NA,78.1,4.07
2005,9,NC,NA,NA,73.6,2.06
2005,10,NC,NA,NA,61.7,5.72
2005,11,NC,NA,NA,52.1,3.71
2005,12,NC,NA,NA,40,4.41
2006,1,NC,NA,NA,46.6,3.31
2006,2,NC,NA,NA,42.1,1.82
2006,3,NC,NA,NA,49.8,1.44
2006,4,NC,NA,NA,61.7,3.71
2006,5,NC,NA,NA,64.2,3.23
2006,6,NC,NA,NA,73.1,7.63
2006,7,NC,NA,NA,77.6,4.47
2006,8,NC,NA,NA,78.3,4.85
2006,9,NC,NA,NA,68.1,6.6
2006,10,NC,NA,NA,57.7,4.04
2006,11,NC,NA,NA,51.5,6.75
2006,12,NC,NA,NA,47.1,3.32
2007,1,NC,NA,NA,44.2,3.64
2007,2,NC,NA,NA,39.1,2.25
2007,3,NC,NA,NA,53.8,2.94
2007,4,NC,NA,NA,57.3,3.25
2007,5,NC,NA,NA,66,1.75
2007,6,NC,NA,NA,74.1,3.82
2007,7,NC,NA,NA,75.8,3.6
2007,8,NC,NA,NA,80.6,2.05
2007,9,NC,NA,NA,72.4,2.08
2007,10,NC,NA,NA,65.4,4.33
2007,11,NC,NA,NA,49.5,0.91
2007,12,NC,NA,NA,47.5,4.13
2008,1,NC,0,NA,40.1,1.87
2008,2,NC,0,NA,46.2,3.99
2008,3,NC,0,NA,51,3.87
2008,4,NC,0,NA,58.7,4.98
2008,5,NC,0,NA,64.8,2.94
2008,6,NC,0,NA,77.1,2.28
2008,7,NC,0,NA,76.6,5.13
2008,8,NC,0,NA,75.5,5.97
2008,9,NC,0,NA,70.8,5.44
2008,10,NC,0,NA,57.8,1.92
2008,11,NC,0,NA,47.2,3.49
2008,12,NC,1801,NA,46.1,3.93
2009,1,NC,30,NA,38.7,2.83
2009,2,NC,157,NA,42.8,1.69
2009,3,NC,401,NA,49.3,5.38
2009,4,NC,514,NA,58.7,2.51
2009,5,NC,568,NA,67.5,5.87
2009,6,NC,544,NA,75.1,4.42
2009,7,NC,628,NA,75.2,4.16
2009,8,NC,596,NA,77.4,5.04
2009,9,NC,480,NA,69.6,4.39
2009,10,NC,346,NA,58.9,2.93
2009,11,NC,201,NA,52.7,6.89
2009,12,NC,97,NA,40.7,7.09
2010,1,NC,400,NA,36.6,5
2010,2,NC,345,NA,36.9,3.77
2010,3,NC,528,NA,49.5,4.06
2010,4,NC,994,NA,61.3,1.56
2010,5,NC,1210,NA,69.5,4.68
2010,6,NC,1227,NA,78.8,3.65
2010,7,NC,1069,NA,79.4,4.05
2010,8,NC,1069,NA,78.6,4.52
2010,9,NC,1190,NA,73.1,7.81
2010,10,NC,1266,NA,60.9,2.71
2010,11,NC,1050,NA,50,1.59
2010,12,NC,991,NA,33.6,2.87
2011,1,NC,2254.82,NA,36.2,1.95
2011,2,NC,1266.42,NA,45.7,2.56
2011,3,NC,2381.92,NA,50.6,5.23
2011,4,NC,1582.02,NA,61.4,3.63
2011,5,NC,1788.37,NA,67.6,3.14
2011,6,NC,922.75,NA,77,3.14
2011,7,NC,1095.95,NA,80,4.34
2011,8,NC,1084.38,NA,77.7,6.98
2011,9,NC,1669.51,NA,71,5.36
2011,10,NC,985.32,NA,58.2,2.88
2011,11,NC,1434.66,NA,52.4,4.33
2011,12,NC,914.34,NA,46.9,2.45
2012,1,NC,2419.83,NA,43.9,2.86
2012,2,NC,1967.72,NA,45.8,2.22
2012,3,NC,4257.03,NA,58.7,4.14
2012,4,NC,5529.81,NA,59.2,3.22
2012,5,NC,5864.88,NA,69.6,6.24
2012,6,NC,6266.28,NA,72.3,2.85
2012,7,NC,9165.51,NA,80.3,6.13
2012,8,NC,7182.14,NA,75.6,5.92
2012,9,NC,8658.35,NA,69.8,4.43
2012,10,NC,17233.15,NA,59.5,3.32
2012,11,NC,23226.02,NA,46.3,0.93
2012,12,NC,47720.04,NA,47.6,4.36
2013,1,NC,10329.8,NA,44.1,4.69
2013,2,NC,17305.37,NA,41.8,4.09
2013,3,NC,23905.5,NA,44,2.68
2013,4,NC,20738.87,NA,58.7,4.68
2013,5,NC,31851.27,NA,65.1,3.96
2013,6,NC,33836.21,NA,74.3,9
2013,7,NC,33915.08,NA,77,8.41
2013,8,NC,31695.13,NA,74.4,4.79
2013,9,NC,35528.28,NA,69.4,2.79
2013,10,NC,40423.55,NA,60.7,2.22
2013,11,NC,30437.64,NA,47.8,3.53
2013,12,NC,34696.09,NA,45.4,5.61
2014,1,NC,38680.99,NA,35.3,3.29
2014,2,NC,42805.28,NA,43,3.11
2014,3,NC,68091.5,NA,45.5,4.61
2014,4,NC,80696.91,NA,59.2,4.91
2014,5,NC,90424.93,NA,68.5,3.62
2014,6,NC,103113.1,NA,75.2,4.18
2014,7,NC,92950.69,NA,75.7,5.25
2014,8,NC,92398.59,NA,74.3,5.22
2014,9,NC,99447.49,NA,71.2,5.47
2014,10,NC,84216.47,NA,61.4,2.89
2014,11,NC,71130.52,NA,45.8,3.77
2014,12,NC,58349.28,NA,45.1,3.76
2015,1,NC,63260,NA,39.4,3.95
2015,2,NC,51879,NA,34.9,3.5
2015,3,NC,95329,NA,50.7,3.43
2015,4,NC,110327,NA,60,4.35
2015,5,NC,159804,NA,68.6,2.62
2015,6,NC,150787,NA,77.3,5.2
2015,7,NC,166682,NA,78.5,4.38
2015,8,NC,156282,NA,76.1,4
2015,9,NC,108513,NA,71.6,5.31
2015,10,NC,99509,NA,60,7.07
2015,11,NC,75756,NA,54.4,7.2
2015,12,NC,135452,NA,54.7,7.31
2016,1,NC,168432,NA,38.4,2.8
2016,2,NC,175091,NA,43.2,5.81
2016,3,NC,347735,NA,56.2,2.14
2016,4,NC,300016,NA,58.7,2.78
2016,5,NC,265044,NA,65.8,5.57
2016,6,NC,319859,NA,75.3,4.32
2016,7,NC,336051,NA,80.1,5.18
2016,8,NC,447551,NA,79.2,4.49
2016,9,NC,327667,NA,74.3,7.59
2016,10,NC,253627,NA,63.2,5.63
2016,11,NC,182287,NA,51.7,1.11
2016,12,NC,297769,6233,44,3.19
2017,1,NC,264625,25048,45.4,3.96
2017,2,NC,334645,43127,50.7,1.19
2017,3,NC,423319,53448,50,3.64
2017,4,NC,477126,56658,63.9,6.5
2017,5,NC,533571,49061,67.7,5.95
2017,6,NC,481645,34659,73.8,4.7
2017,7,NC,536527,28260,78.7,4.49
2017,8,NC,479891,25423,75.8,5.15
2017,9,NC,473401,40319,70.5,3.86
2017,10,NC,423414,38380,62.8,4.37
2017,11,NC,372317,28386,50.3,1.3
2017,12,NC,313637,47974,42.4,2.85
2018,1,NC,401962,58219,35.9,3.79
2018,2,NC,356418,56482,51.9,3.08
2018,3,NC,514184,66519,46.3,4.11
2018,4,NC,631739,64201,56.1,5.16
2018,5,NC,629031,44345,71.6,6.79
2018,6,NC,677289,21604,76.8,3.98
2018,7,NC,642599,30293,77.2,6.36
2018,8,NC,657949,23617,77.3,6.61
2018,9,NC,439847,28285,76.2,10.4
2018,10,NC,482751,42433,62.5,4.68
2018,11,NC,368886,56746,48.4,6.33
2018,12,NC,307723,50028,45,7.06
2019,1,NC,409549,53806,42,3.85
2019,2,NC,397825,46741,48.1,4.99
2019,3,NC,660615,57831,48.8,3.22
2019,4,NC,679844,57214,61.1,5.19
2019,5,NC,772203,39896,72.2,2.28
2019,6,NC,752653,38303,74.2,5.82
2019,7,NC,837835,26702,79,4.75
2019,8,NC,748654,23489,77,5.14
2019,9,NC,683387,29392,74.9,3.09
2019,10,NC,556016,42366,64.6,4.9
2019,11,NC,481003,50620,47.4,3.34
2019,12,NC,471753,56779,46.6,4.57
2020,1,NC,484983,61079,46.1,4.37
2020,2,NC,556395,54768,47.2,7.01
2020,3,NC,681027,62853,56,3.31
2020,4,NC,872708,64496,57.6,5.28
2020,5,NC,964373,54962,63.6,7.62
2020,6,NC,940892,42280,73.3,5.04
2020,7,NC,1034876,24489,79.7,4.17
2020,8,NC,878509,21847,77.6,8
2020,9,NC,733854,33478,69.8,6.79
2020,10,NC,706255,32072,63.2,4.21
2020,11,NC,575831,39009,55,6.15
2020,12,NC,503333,54934,42.4,4.59
2000,1,ND,NA,NA,12.4,0.26
2000,2,ND,NA,NA,22.1,1.03
2000,3,ND,NA,NA,35.1,0.74
2000,4,ND,NA,NA,41.6,1.29
2000,5,ND,NA,NA,55.4,2.39
2000,6,ND,NA,NA,60.4,4.13
2000,7,ND,NA,NA,69.7,3.18
2000,8,ND,NA,NA,68.4,2.5
2000,9,ND,NA,NA,57,1.4
2000,10,ND,NA,NA,46.3,1.61
2000,11,ND,NA,NA,21.7,2.33
2000,12,ND,NA,NA,2.8,0.45
2001,1,ND,NA,NA,17,0.23
2001,2,ND,NA,NA,5.5,0.37
2001,3,ND,NA,NA,27.1,0.15
2001,4,ND,NA,NA,42.6,1.74
2001,5,ND,NA,NA,56,1.89
2001,6,ND,NA,NA,62.7,4.2
2001,7,ND,NA,NA,70.2,4.66
2001,8,ND,NA,NA,70.3,0.93
2001,9,ND,NA,NA,58.3,1.12
2001,10,ND,NA,NA,42.2,0.95
2001,11,ND,NA,NA,37.1,0.24
2001,12,ND,NA,NA,17.9,0.34
2002,1,ND,NA,NA,16.9,0.32
2002,2,ND,NA,NA,24.1,0.14
2002,3,ND,NA,NA,16.3,0.58
2002,4,ND,NA,NA,38.2,1.28
2002,5,ND,NA,NA,48.6,1.28
2002,6,ND,NA,NA,65.6,3.44
2002,7,ND,NA,NA,72.1,3.08
2002,8,ND,NA,NA,66.1,3.02
2002,9,ND,NA,NA,59.2,1.06
2002,10,ND,NA,NA,34.7,0.87
2002,11,ND,NA,NA,29.4,0.13
2002,12,ND,NA,NA,20.8,0.63
2003,1,ND,NA,1022,10.7,0.32
2003,2,ND,NA,469,8.8,0.21
2003,3,ND,NA,499,22.8,0.83
2003,4,ND,NA,675,44.9,1.09
2003,5,ND,NA,612,53.3,4.05
2003,6,ND,NA,395,62,3.23
2003,7,ND,NA,105,69.9,1.81
2003,8,ND,NA,510,72.2,1.17
2003,9,ND,NA,622,56.8,1.81
2003,10,ND,NA,13136,47.9,0.63
2003,11,ND,NA,19462,19.6,0.47
2003,12,ND,NA,21371,20.3,0.62
2004,1,ND,NA,16950,3.8,0.76
2004,2,ND,NA,20097,15.5,0.34
2004,3,ND,NA,22097,30.4,1.51
2004,4,ND,NA,17537,43.4,0.71
2004,5,ND,NA,19602,49.8,3.86
2004,6,ND,NA,13094,59.1,2.24
2004,7,ND,NA,11979,67.1,2.55
2004,8,ND,NA,14009,61.5,2
2004,9,ND,NA,17387,59,2.53
2004,10,ND,NA,21503,44.2,1.77
2004,11,ND,NA,20469,33.3,0.12
2004,12,ND,NA,19799,19.4,0.47
2005,1,ND,NA,15465,6.4,0.6
2005,2,ND,NA,15452,20.3,0.12
2005,3,ND,NA,18908,28.9,0.55
2005,4,ND,NA,24131,46.8,0.57
2005,5,ND,NA,21222,51.2,3.46
2005,6,ND,NA,15638,64.9,7.01
2005,7,ND,NA,14538,69.8,2.31
2005,8,ND,NA,12643,66.1,2.25
2005,9,ND,NA,16123,59.7,0.82
2005,10,ND,NA,21563,45.4,1.52
2005,11,ND,NA,22005,31.5,1.15
2005,12,ND,NA,22657,17.8,0.62
2006,1,ND,NA,28132,25.9,0.27
2006,2,ND,NA,31913,15,0.33
2006,3,ND,NA,31600,27.5,0.89
2006,4,ND,NA,32038,48.5,1.6
2006,5,ND,NA,35807,55.5,1.72
2006,6,ND,NA,26692,65.3,1.64
2006,7,ND,NA,23821,73.8,1.14
2006,8,ND,NA,23045,69.1,2.5
2006,9,ND,NA,26224,55.7,2.08
2006,10,ND,NA,34293,39.9,1.01
2006,11,ND,NA,30900,28.4,0.17
2006,12,ND,NA,45020,21.4,0.67
2007,1,ND,NA,63031,13.7,0.14
2007,2,ND,NA,39316,7.7,0.63
2007,3,ND,NA,55826,32.6,1.55
2007,4,ND,NA,43621,40.7,1.05
2007,5,ND,NA,56819,55.8,5.34
2007,6,ND,NA,45363,65.3,3.69
2007,7,ND,NA,40016,73.1,1.88
2007,8,ND,NA,38810,66,1.97
2007,9,ND,NA,53975,58.1,1.27
2007,10,ND,NA,50344,46.3,0.94
2007,11,ND,NA,60641,29.2,0.17
2007,12,ND,NA,73011,12.7,0.37
2008,1,ND,NA,58176,9.6,0.1
2008,2,ND,NA,49376,10.3,0.41
2008,3,ND,NA,64447,26.5,0.36
2008,4,ND,NA,97476,40,0.68
2008,5,ND,NA,143588,51.4,1.65
2008,6,ND,NA,118859,60.8,4.11
2008,7,ND,NA,108539,69.2,2.38
2008,8,ND,NA,159348,68.6,2.21
2008,9,ND,NA,173070,56.7,2.65
2008,10,ND,NA,226601,44.4,2.5
2008,11,ND,NA,200596,29.5,1.44
2008,12,ND,NA,293383,5,1.27
2009,1,ND,NA,296358,5,0.63
2009,2,ND,NA,245422,11.4,1.04
2009,3,ND,NA,283283,20,1.58
2009,4,ND,NA,267730,39.2,1.1
2009,5,ND,NA,264894,51.7,1.75
2009,6,ND,NA,161409,60.7,2.97
2009,7,ND,NA,178812,64.6,2.29
2009,8,ND,NA,178033,64.5,1.93
2009,9,ND,NA,258900,63.3,1.78
2009,10,ND,NA,255121,38,2.72
2009,11,ND,NA,338126,36.4,0.07
2009,12,ND,NA,269443,7.4,1.1
2010,1,ND,NA,323334,9.7,0.79
2010,2,ND,NA,203272,9.3,0.56
2010,3,ND,NA,302953,31.6,0.76
2010,4,ND,NA,358660,47.2,1.58
2010,5,ND,NA,426977,52.4,4.08
2010,6,ND,NA,279776,63.1,3.61
2010,7,ND,NA,256749,68.8,2.76
2010,8,ND,NA,340541,69,2.4
2010,9,ND,NA,421035,54.6,3.98
2010,10,ND,NA,400256,48,1.09
2010,11,ND,NA,399660,27.2,0.63
2010,12,ND,NA,382427,9.6,1.24
2011,1,ND,NA,435963.9,6.4,0.96
2011,2,ND,NA,523078.8,10,0.33
2011,3,ND,NA,435326.5,19.2,1.05
2011,4,ND,NA,444119.3,39.1,1.87
2011,5,ND,NA,524928,50.9,4.06
2011,6,ND,NA,380928.4,62.4,3.89
2011,7,ND,NA,271911.6,71.1,3.79
2011,8,ND,NA,296950.9,68.6,2.46
2011,9,ND,NA,359724.4,58.3,1.49
2011,10,ND,NA,474648.7,48.4,1.06
2011,11,ND,NA,540813.1,30.5,0.16
2011,12,ND,NA,547196.6,23,0.32
2012,1,ND,NA,579223.9,20,0.33
2012,2,ND,NA,390024.4,21,0.51
2012,3,ND,NA,540512.7,40.6,0.51
2012,4,ND,NA,561233.1,45.8,2.06
2012,5,ND,NA,481075.1,55,2.04
2012,6,ND,NA,398931.4,65.5,2.62
2012,7,ND,NA,270612.4,74.1,2.21
2012,8,ND,NA,310337.4,67.4,1.52
2012,9,ND,NA,398554.2,58.2,0.2
2012,10,ND,NA,558499.3,41.2,1.97
2012,11,ND,NA,409766.4,27.5,0.68
2012,12,ND,NA,375738.7,13.3,0.44
2013,1,ND,NA,597073.7,11.4,0.34
2013,2,ND,NA,394491.8,16.8,0.52
2013,3,ND,NA,425214.4,17.6,0.97
2013,4,ND,NA,518032.2,31.3,1.06
2013,5,ND,NA,535946.5,53.4,5.5
2013,6,ND,NA,392611.3,63.3,3.69
2013,7,ND,NA,311593.5,68.3,2.2
2013,8,ND,NA,273218,68.6,1.63
2013,9,ND,NA,426358.5,62,2.76
2013,10,ND,NA,496708.8,41.6,3.52
2013,11,ND,NA,589091.4,26.2,0.21
2013,12,ND,NA,558618,5,0.88
2014,1,ND,NA,755465.5,8.5,0.41
2014,2,ND,NA,618793.1,5.6,0.18
2014,3,ND,NA,556848,22.7,0.43
2014,4,ND,NA,577312.6,38.2,2.1
2014,5,ND,NA,500316.2,53.7,2.38
2014,6,ND,NA,422019.8,62.5,4.75
2014,7,ND,NA,375274.2,66.8,1.57
2014,8,ND,NA,282868.2,67,4.44
2014,9,ND,NA,465738.6,57.8,1.19
2014,10,ND,NA,640709.8,46.5,0.53
2014,11,ND,NA,729121.8,20.2,0.46
2014,12,ND,NA,424244.9,18.2,0.17
2015,1,ND,NA,664574,16,0.48
2015,2,ND,NA,474626,8.4,0.41
2015,3,ND,NA,701520,33,0.42
2015,4,ND,NA,658155,44.3,0.59
2015,5,ND,NA,572817,52.4,4
2015,6,ND,NA,339725,65.1,3.63
2015,7,ND,NA,404062,69.9,2.65
2015,8,ND,NA,385334,68,1.59
2015,9,ND,NA,499742,62,1.57
2015,10,ND,NA,701599,47.8,1.32
2015,11,ND,NA,583383,32.5,0.49
2015,12,ND,NA,520168,21.1,0.57
2016,1,ND,NA,560598,14.6,0.22
2016,2,ND,NA,549274,25.6,0.39
2016,3,ND,NA,722953,36.3,0.53
2016,4,ND,NA,811237,41.8,2.53
2016,5,ND,NA,635035,56.6,2.31
2016,6,ND,NA,640400,66,2.61
2016,7,ND,NA,505883,69.3,4.33
2016,8,ND,NA,521532,68,2.44
2016,9,ND,NA,675747,58.6,3.05
2016,10,ND,NA,730780,46.1,1.23
2016,11,ND,NA,799534,39.3,0.91
2016,12,ND,NA,1018950,10.2,1.3
2017,1,ND,NA,914112,11.2,0.48
2017,2,ND,NA,928180,20.5,0.4
2017,3,ND,NA,1079987,27.4,0.47
2017,4,ND,NA,1032927,42.7,0.97
2017,5,ND,NA,998279,54.8,1.01
2017,6,ND,NA,890880,64.8,2.2
2017,7,ND,NA,678939,72.2,1.24
2017,8,ND,NA,550203,65.2,2.79
2017,9,ND,NA,886846,58.3,2.47
2017,10,ND,NA,1189568,45,0.25
2017,11,ND,NA,1044502,26.4,0.31
2017,12,ND,NA,1164811,15.6,0.4
2018,1,ND,NA,1124568,11.8,0.23
2018,2,ND,NA,1034175,5.4,0.35
2018,3,ND,NA,919117,24.7,1.39
2018,4,ND,NA,1050094,33.3,0.5
2018,5,ND,NA,764133,60.2,1.97
2018,6,ND,NA,763410,67.4,4.53
2018,7,ND,NA,638342,69.3,2.89
2018,8,ND,NA,638308,67.6,1.45
2018,9,ND,NA,902069,55,1.65
2018,10,ND,NA,1031824,39.1,1.4
2018,11,ND,NA,847000,22.9,0.76
2018,12,ND,NA,1019873,20.8,0.65
2019,1,ND,NA,986031,9.8,0.42
2019,2,ND,NA,791654,-2.7,1.01
2019,3,ND,NA,1090458,20.6,0.51
2019,4,ND,NA,983302,41.8,1.15
2019,5,ND,NA,900027,49.6,2.3
2019,6,ND,NA,754809,64,3.07
2019,7,ND,NA,641906,69.3,3.4
2019,8,ND,NA,774617,65.5,2.85
2019,9,ND,NA,969270,58.3,5.9
2019,10,ND,NA,1278822,37.6,2.41
2019,11,ND,NA,991222,26.1,0.61
2019,12,ND,NA,1050906,16.1,0.76
2020,1,ND,NA,1103601,12.8,0.38
2020,2,ND,NA,1213004,17.8,0.17
2020,3,ND,NA,1214483,29.8,0.24
2020,4,ND,NA,1176333,37.5,0.8
2020,5,ND,NA,1059919,52.5,1.39
2020,6,ND,NA,1018644,67,2.48
2020,7,ND,NA,736278,70.3,3.94
2020,8,ND,NA,790916,69.2,2.08
2020,9,ND,NA,1065959,57.1,0.53
2020,10,ND,NA,1168748,37.8,0.57
2020,11,ND,NA,1377052,31.9,0.11
2020,12,ND,NA,1258276,23.4,0.23
2000,1,NE,NA,NA,28.6,0.3
2000,2,NE,NA,NA,35,0.99
2000,3,NE,NA,NA,41.9,1.55
2000,4,NE,NA,NA,48.7,1.81
2000,5,NE,NA,NA,61.6,2.82
